user	home_proj	global_edits
Abcdeone	enwiki	16.0
Abcismeisme	enwiki	96.0
Abcitaliano	itwiki	1025.4
Abcjake	enwiki	305.0
Abcmaxx	enwiki	555.7
Abcstats	enwiki	105.0
Abd	enwikiversity	613.1
Abdallahbigboy	frwiki	650.0
Abdeaitali	enwiki	421.8
Abdeldjalil09	frwiki	748.8
Abdellah SADIQUI	arwiki	1925.6
Abdelrmounde	frwiki	62.0
Abdelàli Laarich	arwiki	20.3
Abderitestatos	commonswiki	1636.6
Abdoakta	arwiki	33.0
Abdotorg	enwiki	10365.5
Abdou arbouch	incubatorwiki	876.0
Abdou7878	arwiki	8582.7
Abdoucondorcet	frwiki	1450.3
Abdu60000	frwiki	353.1
Abductive	enwiki	3371.0
Abdul Salam Haldar	enwiki	211.0
Abdul Sami Bhayo	enwiki	34.0
Abdul hadi Jk	incubatorwiki	483.0
Abdullah Abdullah	arwiki	3896.4
Abdulrafeh857	enwiki	79.0
Abdulrafey97	enwiki	365.0
Abdulrahimb	cawiki	249.1
Abdulrahman Haddad	arwiki	767.3
Abdulrahman1985	enwiki	125.4
Abe Lima1	enwiki	43.0
Abebenjoe	enwiki	60.0
Abecido	frwikisource	11171.6
Abeille noire	frwiki	407.5
Abel88	frwiki	74.0
Abellphenner	ptwiki	85.0
Abendelow	enwiki	34.0
Abesato	jawiki	28.0
Abgoswami	enwiki	121.0
Abha S Pradhan	orwiki	1404.6
Abhay Agrawal	enwiki	23.0
AbhengerX	enwiki	67.0
AbhiSuryawanshi	hiwikiquote	943.0
Abhiguru51	enwiki	137.7
Abhijeet Bose1998	enwiki	47.1
Abhijeet Safai	enwiki	1121.6
Abhijitsathe	mrwiki	346.4
Abhilash Mhaisne	enwiki	653.0
Abhilash171	enwiki	85.0
Abhiman79	enwiki	56.0
Abhinav619	metawiki	958.8
AbhisheK123	enwiki	49.0
Abhishek Juyal	enwiki	59.0
Abhisouza	enwiki	146.0
AbhithGowda	knwiki	460.2
Abi7hp	hywiki	365.1
Abicu	enwiki	34.3
Abikhan	enwiki	57.0
Abilation	fiwiki	405.3
AbimaelLevid	enwiki	298.6
Abir susnigdha	enwiki	235.0
Abishai 300	enwiki	55.0
Abishe	enwiki	12887.1
Abity9	hewiki	5804.3
Abián	wikidatawiki	2786.000000000001
Ablakok	commonswiki	2837.1
Abloder	commonswiki	194.7
Abmvidauser	eswiki	888.0
Aboesi	fawiki	45.0
Abogomazova	ruwiki	541.9
Abolfazlmb98	fawiki	274.0
Abolibibelot	frwiki	269.1
Abomb8888	enwiki	108.0
Abonzz	enwiki	472.0
AbouMPSI	frwiki	46.1
Aboubacarkhoraa	frwiki	206.0
Aboudaqn	enwiki	3993.1
About123	enwiki	179.0
Aboutbo2000	enwiki	48.0
Abouthessi	enwiki	217.0
Aboutkyrgyz	ruwiki	21.0
Aboutmovies	enwiki	31018.7
Aboutthereader	arwiki	20.0
Abracadabra	frwiki	3994.4
Abraham	plwiktionary	18941.1
Abraham, B.S.	enwiki	3697.5
Abrahami	frwiki	541.6
Abraoximenes	idwiki	95.0
Abrikoss	ruwiki	1275.0
Absecon 49	enwiki	270.1
Absolutelypuremilk	enwiki	4044.0
Absolwent	plwiki	65.0
Abstraktionist	dewiki	50.0
Abstraktn	enwiki	758.2
Absurdist1968	enwiki	64.0
Abu Hashem	arwiki	31.0
Abu Najran	enwiki	897.0
Abu Sayeem Mahfooz Khan	bnwiki	794.0
Abu Shawka	enwiki	929.2
Abu aamir	arwiki	403.0
Abu-Dun	dewiki	4404.9
Abualsarmad	urwiki	8930.7
Abubiju	dewiki	1843.9
Abui91	enwiki	206.0
Abujoy	commonswiki	1918.7
Abul Bakhtiar	enwiki	125.0
Abune	enwiki	2010.1
Aburov	ruwiki	2022.0
Abutalub	azwiki	2505.2
Abutoum	dewiki	195.0
Abxbay	commonswiki	16581.4
Aby1985	frwiki	67.0
Abyss Taucher	enwiki	1083.5
Abyssal	enwiki	45826.2
Abzeronow	enwiki	192.0
Abzo	dewiki	203.0
Abzon	cswiki	116.5
Aca Srbin	enwiki	508.0
Acabashi	commonswiki	74487.2
Acad Ronin	enwiki	15099.2
AcadeMyC	ruwiki	118.0
Academia de letras de CM	commonswiki	520.0
AcademicNinja	enwiki	292.0
Acaeton	enwiki	142.0
Acagastya	enwikinews	7409.5
Acalamari	enwiki	730.0
Acamicamacaraca	srwiki	4168.2
Acar5809	dewikiversity	107.0
Acartonado	eswiki	4895.5
Acasson	enwiki	108.0
Accassidy	specieswiki	6586.1
AccidentalLichens	enwiki	283.8
Accipiter Q. Gentilis	rowiki	14656.0
Accireioj	enwiki	6812.0
Accomer	plwiki	3733.2
Accord14	commonswiki	229.0
Accordant	enwiki	34.0
Accountmetric	enwiki	19.0
Accurimbono	itwikisource	7912.900000000001
Acdixon	enwiki	397.2
Ace111	ruwiki	1849.7
Acebarry	enwiki	656.9
Acebulf	enwiki	1131.2
Aced	ukwiki	581.5
Acefitt	enwiki	780.0
Aceing Winter Snows Harsh Cold	enwiki	124.0
Acepatrick	zhwiki	260.0
Acer11	frwiki	1870.1
Acer20171204	zhwiki	36.0
AcervoGoiás	ptwiki	422.0
Aceusa	enwiki	153.0
Acf	dewiktionary	6208.1
Acharya63	enwiki	669.1
Achat1999	enwiki	1645.0
Achenald	frwiki	1101.3
AchilleZZ	frwiki	230.1
Achim Raschka	dewiki	6181.200000000002
Achim55	commonswiki	25920.0
AchimP	dewiki	912.4
Achimbodewig	dewiki	63.1
Achird	commonswiki	1118.1
AchmadZidaneGanesha	idwiki	193.1
Achmadmaulanaibr	idwiki	4101.5
Achu02	enwiki	29.0
Achuprasad393	enwiki	20.0
AcidDJDennis	ruwiki	1895.0
Aciram	enwiki	12767.7
Acjelen	enwiki	519.0
Acka47	wikidatawiki	272.699999999999
Ackatsis	enwiki	372.0
Ackeyyama	jawiki	769.5
Ackley aki	enwiki	99.0
Acky69	dewiki	1307.0
Aclide	frwiki	149.1
Acllacuna	frwiki	116.0
Acmegs	ptwiki	78.1
Acocris	eswiki	380.4
Acolossus	enwiki	51.0
Aconcagua	dewiki	1249.4
Acorona619	enwiki	2428.1
Acpfr	frwiki	552.0
Acqueamare	itwiki	323.1
Acrestreet	enwiki	163.0
Acroterion	enwiki	10655.8
Acrschmelzer	enwiki	117.0
Acsian88	enwiki	1340.1
Actany28	dewiki	1233.7
Actarus Prince d'Euphor	frwiktionary	241.0
Acteonmako	frwiki	174.0
Acterpo76	huwiki	37.2
Actia Nicopolis	elwiki	845.5
ActivBowser9177	enwiki	289.0
Activist	enwiki	2361.0
Actlikefool	zhwiki	30.0
Actual Man	eswiki	190.9
Acwilson9	enwiki	627.0
Acyclic	enwiki	243.0
Acélan	frwikisource	23775.6
Ad Meskens	commonswiki	3580.0
Ad Orientem	enwiki	11409.7
Ad.Rejha	commonswiki	631.5
Ad.rondon.94	eswiki	15.0
AdAstraPerScientiam	dewiki	542.4
AdBo	itwiki	747.8
AdM	frwiki	324.8
AdaCiccone	enwiki	129.0
Adailton	iawiki	1405.9
Adalbertriehl	dewiki	1963.0
Adalbertus de Cracovia	plwiki	99.0
Adalhard Waffe	itwiki	31190.8
Adam	cywiki	3350.599999999999
Adam 75020	frwiki	381.0
Adam Bernstein	enwiki	292.7
Adam Bishop	enwiki	545.0
Adam Dent	enwiki	135.0
Adam Harangozó	wikidatawiki	820.3000000000003
Adam Hauner	cswiki	2545.5
Adam Lutostański	plwiki	55.0
Adam annaben	enwiki	37.0
Adam bozso	huwiki	101.2
Adam faraj2	arwiki	19.0
Adam majewski	enwikibooks	2827.4
Adam-Yourist	incubatorwiki	1476.5
Adam-dalekie-pole	commonswiki	71.0
Adam0303	enwiki	36.0
Adam123456	dewiki	1271.1
Adam2366	enwiki	67.0
Adam37	enwiki	2816.1
Adam78	huwiki	436.2
Adam9007	enwiki	16764.7
Adam9b9b	plwiki	1101.5
AdamBMorgan	enwiktionary	7283.9
AdamCoquery	frwiki	68.0
AdamDeanHall	enwiki	3454.0
AdamLibh	gawiki	458.2
AdamO19	enwiki	209.0
AdamSmithFan	dawiki	27.0
Adamamroun	enwiki	25.0
AdamandMelanie27	enwiki	37.0
AdamantiosK	enwiki	138.0
Adamcivi27	enwiki	81.0
Adamdaley	enwiki	2094.7
Adamfinmo	enwiki	132.0
Adamgerace	enwiki	54.0
Adamgerber80	enwiki	12935.0
Adamiow	enwiki	148.0
Adamjason	ruwiki	560.1
Adamoganubis	dawiki	411.0
Adams1peace	enwiki	187.0
Adams664	skwiki	579.2
Adamsa123	enwiktionary	889.0
Adamsquire86	enwiki	1239.0
Adamstom.97	enwiki	4492.1
Adamstraw99	enwiki	1111.0
Adamt	plwiki	11102.5
Adamtb24	enwiki	162.0
Adamtt9	enwiki	28987.8
Adamw	mediawikiwiki	235.0
Adan.urv	cawiki	162.0
Adannoes	eswiki	150.0
Adapad	enwiki	1355.0
Adavidb	enwiki	13148.0
Adavyd	ruwiki	14452.099999999999
Adciz	eswiki	141.2
Add92	enwiki	4696.5
AddMore-III	hewiki	1828.1
Addvisor	cswiki	6373.4
AddyAddy1	enwiki	2531.0
Adece033090	zhwiki	1678.6
Adeel Safi	enwiki	436.0
Adehertogh	frwikivoyage	1063.1
Adelaartjes	nlwiki	4267.8
Adelfrank	dewiki	1932.9
Adeliine	etwiki	11806.9
Adelina 1234	dewiki	3224.9
Adelpine	dewiktionary	1473.8
Adelsblut	dewiki	558.0
Adelshaus	dewiki	2032.5
Adelsheim	enwiki	675.8
Adem20	enwiki	14512.599999999999
Adem4ik	ruwiki	223.4
Ademsari69	idwiki	22.0
Adenes1995	huwiki	144.1
Adeninasn	idwiki	4344.9
AdeptoFCP	frwiki	151.0
Aderack	enwiki	75.0
Adert	itwiki	9512.600000000004
Adervae	enwiki	87.0
Adesio2010	idwiki	4993.799999999999
Adfc	itwiki	60.1
Adgmptetuna	jawiki	665.0
Adh30	enwiki	165.0
Adhit Fastman	idwiki	1905.0
AdiMind	enwiki	756.4
Adib Kamaruddin	enwiki	77.1
Adigama	itwiki	552.0
Adik7swiony	plwiki	51.2
Adikpl	plwiki	157.4
Adil.moumna	enwiki	92.0
Adil2015adil	arwiki	3804.3
Adina Raykhmann	ruwiki	128.0
Adingema	eswiki	24.0
Adir Benyamini	commonswiki	139.0
Adirber	hewiki	78.0
Adithya harish pergade	enwiki	147.0
Adithyak1997	metawiki	6256.2
Aditi Madurai11	enwiki	391.2
Aditya Kabir	enwiki	1086.3
Aditya baranwal daudpur	enwiki	72.0
Aditya tamhankar	mrwiki	2494.8
Adityaindumdum	enwiki	451.0
Adityavagarwal	enwiki	6571.2
Adjoajo	enwiki	1593.0
Adjutor101	enwiktionary	512.1
Adkott2	dewiki	231.0
Adkranz	enwiki	52.8
Adl252	dewiki	549.1
Adler.bo	eswiki	94.0
AdlerAuge	dewiki	116.0
Adlet108	ruwiki	450.2
Admain Dragon-Map	dewiki	45.0
Admanllana	enwiki	67.0
Admirał Bum	plwiki	262.0
Adnanrail	enwiki	35.1
Adnen1985	frwiki	2130.7
Adney land	enwiki	46.0
Adnon	dewiki	6454.4
Adoc	frwiki	847.4
Adogomez	eswiki	13.0
Adolf Chiu	zhwiki	162.0
Adolfobrigido	eswiki	6590.9
Adoll27	plwiki	608.2
Adondai	enwiki	68.0
Adonis Ja	arwiki	556.8
Adorian	glwiki	1850.7
Adostaler	enwiki	147.0
Adpete	enwiki	1094.2
Adr998	enwiki	73.0
Adri08	frwiki	15700.5
Adri2700	eswiki	21.0
AdriAg	ptwiki	70.0
Adriaesc	cawiki	147.2
Adrian	specieswiki	226.79999999999998
Adrian GENGE	frwiki	27.0
Adrian J. Hunter	enwiki	1096.1
Adrian Lucas	ptwiki	4418.0
Adrian Nana	enwiki	97.0
Adrian Sosa	eswiki	302.0
Adrian silvera	eswiki	6604.1
Adrian69	frwiki	277.8
AdrianGamer	enwiki	1315.5
AdrianProductions01	eswiki	230.0
Adrianalejandro09	eswiki	53.0
Adrianchue	eswiki	576.8
Adriango123	eswiki	1221.0
Adrianl2222	ptwiki	178.0
Adriano 64	itwiki	1170.0
Adriano.93	itwiki	293.1
Adrianocateni	itwiki	42.0
Adrianstork	frwiki	139.0
AdrianusFarrell	idwiki	1179.0
Adrianwo	enwiki	96.9
Adriel 00	eswiki	10475.300000000001
Adriel ricardo morales	eswiki	593.2
Adrielbarcelone	frwiki	481.0
Adrien881	frwiki	138.3
Adrin10	enwiki	209.1
Adrio	enwiki	537.1
Adrizrace44	enwiki	145.0
Adrián Cerón	commonswiki	356.1
Adsa562	zhwiki	496.3
Adschachter	enwiki	55.0
Adso.da.Melk	ruwiki	324.0
AdsonLE	dewikivoyage	314.1
Adula Giribabu	enwiki	40.0
Advange	itwiki	286.1
Adventurer	enwiki	573.0
Adventurous36	ptwiki	650.6
Adville	svwiki	4184.7
Adwaith s	enwiki	388.0
AdwenKnowItAll	enwiki	97.0
Ady111	hewiki	28.2
Ady777	rowiki	53.0
Adys16	rowiki	36.1
Adámoz	cswiki	481.0
Adûnâi	enwiki	1162.0
Aearthrise	enwiktionary	3845.0
Aediet	enwiki	31.0
Aedo Fantasioso	itwiki	831.0
Aefgh3962	kmwiki	1026.5000000000002
Aeg-ruum-2	commonswiki	157.0
Aeg-ruum1	etwiki	20.4
Aeggy	dewiki	1632.1
Aegis Maelstrom	plwiki	769.7
Aegon Baebel	dewiki	102.0
AegonINVICTUS	zhwiki	593.4
Aeichler2	enwiki	71.0
Aeiouy001	plwiki	159.0
Aeiou~itwiki	itwiki	91.0
Aekartv	thwiki	40.0
Aelimian21	enwiki	492.0
Aelita14	arwiki	4582.7
Aeontamaraw	enwiki	612.0
Aeonx	enwiki	58.1
Aeou	commonswiki	22442.8
Aerach	enwiki	385.0
Aeranthropos	dewiki	3235.0
Aerg	ruwiki	57.0
AeroCap	eswiki	186.0
AeroNantes	frwiki	56.0
Aeroid	commonswiki	3768.300000000002
Aerous	enwiki	63.0
Aervanath	enwiki	198.8
Aervin	ruwiki	922.1
Aeröwyn	enwiki	882.2
Aeternus	enwiki	565.5
Aetheling	enwiki	150.0
Aethelwolf Emsworth	enwiki	1331.0
Aethyta	enwiki	68.0
Aeusoes1	enwiki	399.0
Aeveraal	eswiki	2031.7
Afanasovich	ruwiki	178.4
Afasmit	enwiki	3730.9
Afavoritaweb	ptwiki	1784.0
Afaz	wikidatawiki	257.5999999999988
Afek91	arwiki	1407.4000000000003
Afernand74	enwiki	671.2
Affectionism	kowiki	46.0
Afforever	dewiki	102.0
Afgorjgvj	zhwiki	144.0
Afiefh	arwiki	100.1
Afifa Afrin	commonswiki	32707.7
Afil	rowiki	1782.8
Aflafla1	commonswiki	215.1
Afloran	eswiki	28.0
Afnecors	itwiki	2978.7999999999997
Afnoegoo	jawiki	34.0
Afonsomsilva97	ptwiki	457.0
AforgottenDream	thwiki	506.5
Afra afra	fawiki	458.0
Afrah Al-Kubaisi	enwiki	14.0
Afria Nuswantara	enwiki	1711.0
African Hope	commonswiki	1110.0
African Space Jesus	enwiki	54.0
Afriica13	cawiki	24.0
Afrinal Qadriyan	idwiki	74.0
AfroBrazilian	commonswiki	2172.6
AfroThundr3007730	enwiki	191.7
Afrox	eswiki	143.2
Aftab.ali28	enwiki	16.0
Aftabuzzaman	wikidatawiki	78060.0000000004
Afterbrunel	enwiki	263.0
Afugeki	jawiki	181.0
Afus199620	dewiki	7114.7
Ag2gaeh	enwiki	1058.5
AgWoolridge	enwiki	5251.3
Agaath	commonswiki	8007.5
Agafoklea	ruwiki	2989.7
AgainErick	commonswiki	32451.4
Agambori	enwiki	18.0
Agapite	frwiki	641.0
Agapito Malteni	itwiki	155.0
Agarak	enwiki	383.0
Agarjubal	enwiki	170.0
Agatefilm	commonswiki	344.1
Agatha Souto	ptwiki	182.7
Agathenon	dewiki	4637.3
Agathoclea	enwiki	5137.999999999998
Agatino Catarella	frwiki	4341.1
Age317	zhwiki	483.2
Ageaxe	enwiki	54.0
Ageency	htwiki	214.0
Agence26	frwiki	706.0
Agent Michael Lee	enwiki	86.0
Agent smith61	enwiki	27.0
Agent010	ptwiki	10546.1
AgentSniff	svwiki	239.0
Agentfabi	dewiki	192.0
Agentjoerg	dewiki	2731.5000000000005
Aggi007	enwiki	741.3
Aggiornamenti1	itwiki	51.0
Aggrucar	itwiki	270.4
Aghachi7	enwiki	759.0
Agiesbrecht	ptwiki	753.2
Agil1alex	ruwiki	202.0
Agila81	enwiki	222.0
Agilight	tyvwiki	2363.4
Agin1356	zhwiki	593.0
Agiro	dewiki	369.0
Agi~cswiki	cswiki	322.0
Aglarion Glirdan	ruwiki	310.1
Agljones	enwiki	885.1
Agm	enwiki	362.0
Agmartin	enwiki	1716.3
Agnellino	itwiki	374.0
Agnes Monkelbaan	commonswiki	6241.0
Agnese	plwiktionary	21731.0
Agnete	dewiki	1821.0
AgnosticPreachersKid	enwiki	305.0
Agnostos Theos	enwiki	2137.1
Agnyeszka	ptwiki	4930.3
Ago56	itwiki	71.1
Agora	nlwiki	9159.300000000001
Agp	dewiki	391.0
Agremon	glwiki	570.2
Agricola44	enwiki	614.0
Agricolae	enwiki	4758.5
AgrisR	commonswiki	1014.6
Agrr1	eswiki	4235.2
Agrudick	enwiki	34.0
Agruwie	dewikiversity	2989.8
Agtt-gs	dewiki	1075.0
Aguaca	eswiki	224.0
Aguanteolimpo	eswiki	973.5
Aguilus	etwiki	429.5
Agunderson	enwiki	33.0
Agus suharto	idwiki	60.0
AgusItaliano89	eswiki	891.0
Agusbaigorria1	eswiki	30.0
Agusbou2015	enwiki	1969.3
Agusmart	eswiki	28.0
Agustin6	enwiki	115.0
Agustinlasai	eswiki	207.0
Agustinm 97	eswiki	1068.9
Agusx12	eswiki	115.0
Aguzanotti	eswiki	873.4
Ah madsufi	idwiki	152.0
Ah210	enwiki	323.0
Ah3kal	elwikisource	11200.1
Aha002	cswikiversity	37.0
Ahad.F	arwiki	394.0
AhadShahrooznia	fawiki	34.0
Ahagstro	enwiki	91.4
Ahahalexy	enwiki	65.0
Ahalenia	enwiki	203.0
AhamBrahmasmi	enwiki	432.0
Ahatanhel	ukwiki	2291.7999999999997
Ahecht	enwiki	5684.9
Ahemdkadri	enwiki	27.0
Ahess247	enwiki	150.0
Ahfulin	zhwiki	41.2
Ahhculdee	enwiki	170.0
Ahilcaspian	fawiki	140.0
Ahiroy	enwiki	278.0
Ahituvrs	hewikisource	1323.0
Ahjartar	iswiki	78.0
Ahm masum	bnwiki	1471.9
Ahmad sehudin	idwiki	16.0
Ahmad452	enwiki	14.0
AhmadElq	arwiki	3213.6
Ahmadi.raya	fawiki	87.0
Ahmaditya Irsyad	idwiki	247.0
Ahmed Aboshama	arwiki	134.6
Ahmed Azam	arwiki	427.09999999999997
Ahmed El-Farash	arwiki	661.0
Ahmed Khan Jan	enwiki	31.0
Ahmed Lutfe Inam	enwiki	711.0
Ahmed Mohi El din	arwiki	265.2
Ahmed Nisar	hiwiki	1600.3
Ahmed Shoukry	arwiki	391.1
Ahmed el shimi	arwiki	254.9
Ahmed.m.hanfy	arwiki	35.0
Ahmed1418	arwiki	77.0
Ahmed1591	arwiki	98.5
Ahmed97physics	arwiki	44.7
AhmedMuhammad	enwiki	54.0
AhmedRergerc	dewiki	92.0
Ahmedd	eswiki	2802.0
Ahmedo Semsurî	enwiki	1175.1
Ahmedsahhar	arwiki	73.0
Ahmet Turhan	trwiki	9852.0
Ahmfiembra	enwiki	22.0
AhnSoonKyung	enwiki	145.0
Ahndg3285	enwiki	131.0
Ahnhani92	kowiki	27.0
Ahnoneemoos	enwiki	1011.6
Ahoerstemeier	wikidatawiki	4284.0
Ahoid301	jawiki	227.0
Aholtman	dewiki	129.1
Ahonc	ukwiki	13005.8
Ahpook	enwiki	306.0
Ahsoous	etwiki	5357.8
Ahulandiy	enwiki	138.0
Ahunt	enwiki	11444.2
Ahuskay	enwiki	36.0
Ahwie	dewiki	2563.8
Ahwiv	enwiki	15474.0
Ahyu24k	jawiki	434.0
Aia94	enwiki	653.0
Aiaiaiaiaia	commonswiki	728.7
Aiaibibicici	jawiki	176.0
Aibolytt	ukwiki	558.0
Aidan-X	enwiki	143.0
Aidanis20	enwiki	780.0
Aidar254	incubatorwiki	1676.5
Aidas	eowiki	638.3
Aidayoung	enwiki	429.5
Aidee Murrieta	eswiki	147.7
Aiden1700's	enwiki	76.0
Aidexxx	commonswiki	285.0
Aieuo	jawiki	620.0
Aight 2009	plwiki	7412.0
Aiguades	frwiki	315.7
Aihotz	euwiki	5725.299999999999
Aikata28	jawiki	2623.1
Aikclaes	enwiki	1918.3
Aiken drum	enwiki	1009.1
Aiko	nlwiki	519.9
Aikolugbara	enwiki	263.0
Aiksu	ruwiki	261.2
Ailan89	eswiki	5662.0
Ailimes	eswiki	251.0
Ailna	cawiki	144.5
Ailura	commonswiki	19588.2
Aimar95	eswiki	87.0
Aimie78	enwiki	641.0
Aimzzz	enwiki	25.0
Ain92	commonswiki	903.1
Ainali	commonswiki	7962.199999999999
Aineias	dewiki	242.0
Ainuking	frwiki	347.1
Ainārs	lvwiki	95.0
Aioramu	euwiki	89.2
Air-579M	jawiki	77.0
Air.light	enwiki	687.2
Air55	enwiki	198.1
AirEnthusiast	enwiki	705.7
AirOpsExecnPlt	enwiki	1670.0
AirScott	zhwiki	25600.3
AirWolf	enwiki	6387.099999999999
Airair	frwiki	175.0
Airbag190	enwiki	134.0
Airbare	zhwiki	10.0
Airborne84	enwiki	231.0
Airborne90	enwikivoyage	349.0
Airbornemihir	enwiki	474.2
Aircorn	enwiki	1659.6
Aires del Norte	eswiki	136.5
Airfanda	idwiki	80.0
Airflow	nlwiki	465.3
Airgum	enwiki	386.1
Airline123	enwiki	78.0
Airon90	wikidatawiki	904.2000000000005
Airplainsupporter	kowiki	619.0
Airplanejunkie	nowiki	19.0
AirportExpert	enwiki	2666.5
Airproofing	enwiki	537.0
Airsystem	jawiki	204.0
Airun79	eswikibooks	132.0
Aiseeyah	enwiki	59.0
AishaAbdel	commonswiki	170.0
Aisteco	enwiki	1034.2
Ait	kowiki	197.0
Aita45	ruwiki	453.7
Aitch & Aitch Aitch	enwiki	47.0
Aitkegs	enwiki	693.0
Aitorembe	eswiki	13503.6
Aitorpazos	eswiki	39.0
AityQuetonFONLON	jawiki	159.0
Aitzolete	euwiki	636.1
Aiwok	commonswiki	1890.3
Aiwokusai	jawiki	2564.0
AizaNova	enwiki	417.0
Aizag	zhwiki	1973.2
Aj white jr.	enwiki	170.0
Ajamalne	mlwiki	208.0
Ajax	jawiki	124.5
AjaxSmack	enwiki	1509.3
AjayPayattuparambil	mlwiki	1080.8
AjayTO	enwiki	215.0
Ajaybanbi	tewiki	4235.7
AjaykumarAdhisha	enwiki	133.0
Ajcw	kowiki	2116.0
Ajd	enwiki	475.0
Ajeebtha	enwiki	115.0
Ajeem95	mswiki	261.9
Ajepbah	commonswiki	3194.2
Ajf773	enwiki	4508.4
Ajfweb	enwiki	458.6
Ajgerim.batyrova	ruwiki	159.0
Ajgorhoe	enwiki	1234.4
Ajiabulisi	zhwiki	46.0
Ajikoube-828	jawiki	425.0
AjimenRangga2013	idwiki	703.8
Ajinrajs7273	enwiki	209.0
Ajits19	enwiki	187.0
Ajlantarctica	enwiki	712.0
Ajlnw555	thwiki	423.2
Ajmcbarreto	commonswiki	5643.0
Ajpinto42	enwiki	18.0
Ajpolino	enwiki	2829.7
Ajpvalente	commonswiki	7733.1
Ajraddatz	enwiki	4073.2
Ajrocke	enwiki	60.1
Ajsmith141	enwiki	2447.2
Ajta	mkwiki	72.0
Ajtbku	jawiki	670.0
Ajurieu	frwiki	558.3
Ajv39	dewiki	3783.5
Ak22bs	jawiki	119.0
Ak689	enwiki	661.0
Aka	dewiki	391495.5
Aka PAAN	ruwiktionary	172.0
Akadunzio	nlwiki	4226.7
Akai terminator to ningen	jawiki	236.0
Akaiuta	jawiki	54.0
Akaji88	jawiki	60.0
AkakiBalanchivadze	kawiki	43.0
Akamycoco	incubatorwiki	924.2
Akanash1	jawiki	501.0
Akandkur	enwiki	69.0
Akarawut1	thwiki	174.0
AkasTosh	kowiki	364.0
Akasatanah	jawiki	92.0
Akash pabalkar gcc 6708	mrwikisource	27.0
Akash261	enwiki	91.0
Akashasteroid	jawiki	29.0
Akatheflake	enwiki	2277.0
Akbarali	mlwiki	345.4
Akbari193	enwiki	69.0
Akdar	skwiki	247.3
Akela	huwiki	11714.8
Akela NDE	frwiki	2081.3
Akepeci	enwiki	95.0
Akerbeltz	gdwiki	4459.400000000001
Akerlea Velázquez	ruwiki	1090.2
Akeron	frwiki	1467.9
Akhemen	ruwiki	1605.2
Akhenaten0	enwiki	278.8
Akhil7Cena	enwiki	637.0
Akhilan	commonswiki	1128.7999999999988
Akhilaprem	mlwiki	127.3
Akhiljaxxn	mlwiki	2953.8
Akhran	eswiki	62.1
Aki42006	jawiki	1672.9
Akigka	iswiki	2142.0
Akihoshi	jawiki	17.0
Akijas1	enwiki	88.0
Akil13	trwiki	4707.3
Akimi1800	enwiki	34.0
Akimov a a	ruwiki	206.5
AkinkuotuFunmi	enwiki	76.0
Akino601	enwiki	321.0
Akinom	commonswiki	49566.0
AkinoreV	ruwiki	21.0
Akinyemi08	enwiki	74.0
AkiraS63	jawiki	66.0
Akiramie	zhwiki	239.0
Akire gatuna	commonswiki	211.0
Akiry	frwiki	251.4
Akiv	eswiki	385.0
Akiva.avraham	enwiki	101.0
Akiva123	enwiki	232.0
AkkaraPhong	thwiki	70.0
Akki vj	enwiki	67.0
AkkiShaki	enwiki	44.0
Akld guy	enwiki	5788.7
Aklein62	enwiki	341.2
Akli11	frwiki	317.4
Akluson	jawiki	181.0
Akmal sipayung	idwiki	96.0
Akme	enwikisource	39745.6
Akocsg	enwiki	2846.1
Akoihsin	jawiki	94.0
Akol	dewiki	111.0
Akoopal	nlwiki	396.1
Akosiastig20	enwiki	239.4
Akowalewski033	plwiki	102.0
AkoyIanS	enwiki	677.3
Akrabbim	enwiki	80.0
Akrigel	ruwiki	1133.5
Akryukova	ruwiki	105.0
Aks23121990	enwiki	93.0
Aksel31	frwiki	29.0
Akshar Ghosh	bnwiki	573.8
AkshayAnand	enwiki	438.0
Akshayacropolis	enwiki	68.0
Akshaychitwar	enwiki	30.0
Akshaym1234	enwiki	177.0
Aktenleser	dewiki	228.0
Aktenstapel	dewiki	1753.4
AktiNo	enwiki	216.0
Aktivadam	trwiki	557.1999999999999
Aktron	wikidatawiki	24471.300000000003
Akuindo	idwiki	6864.0
Akuindo2015	idwiki	142.0
AkumaNoHeishi	frwiki	91.0
Akumiszcza	plwiki	1360.3
Al Gabiru	ptwiki	158.0
Al Houser	frwiki	1143.7
Al Malay	itwiki	170.0
Al Riaz Uddin Ripon	bnwiki	1317.7
Al Silonov	ruwiktionary	24724.8
Al-Andalus	enwiki	1714.0
Al-Andalusi	enwiki	726.4
Al-Douri	commonswiki	362.2
Al-mazeratti	ruwiki	1278.5
Al.m56	frwiki	99.2
Al.trcka	commonswiki	386.7
Al83tito	enwiki	1315.6
AlAboud83	enwiki	240.0
AlBashir	enwiki	24.0
AlDzun	enwiki	33.0
AlHazen	enwiki	297.0
AlMa77	dewiki	733.3
Ala Bahma	enwiki	39.0
Alaa dfgh	arwiki	1901.2
AlaaBergen	sahwikisource	68.0
Alabasterstein	dewiki	1976.1
Alacrity25	enwiki	461.0
Alaexis	enwiki	145.0
Alaf2	frwiki	377.0
Alafarge	enwiki	3549.7
Alaha.cyclone	enwiki	276.0
Alain Espadon	zhwiki	88.3
Alain Schneider	frwiki	4032.3
Alain Van den Hende	frwiki	420.3
Alain valtat	frwiki	2380.1
Alain-Jacques	frwiki	21.0
Alain.Darles	frwiki	737.0
